,CityID,City,Humidity,Temp,Latitude,Cloudiness,WindSpeed,MaxTemp,Longitude,LatLong,CountryCode
189,2618795,Klaksvik,100,46.4,62.23,100,10.29,46.4,-6.59,"{'lon': -6.59, 'lat': 62.23}",FO
190,1337610,Thinadhoo,82,83.88,0.53,0,17.11,83.88,72.93,"{'lon': 72.93, 'lat': 0.53}",MV
191,5262680,Merrill,100,29.14,45.18,90,9.64,30.2,-89.68,"{'lon': -89.68, 'lat': 45.18}",US
192,3178245,Comacchio,93,33.93,44.7,0,1.12,37.0,12.19,"{'lon': 12.19, 'lat': 44.7}",IT
193,1171991,Liliani,61,48.06,32.21,0,6.53,48.06,72.95,"{'lon': 72.95, 'lat': 32.21}",PK
194,3491161,Bull Savanna,84,60.78,17.89,8,9.84,60.78,-77.59,"{'lon': -77.59, 'lat': 17.89}",JM
195,2455290,Kidal,18,70.56,18.44,79,9.46,70.56,1.41,"{'lon': 1.41, 'lat': 18.44}",ML
196,934479,Grand Gaube,94,78.91,-20.01,75,11.41,79.0,57.66,"{'lon': 57.66, 'lat': -20.01}",MU
197,3461888,Guarapari,94,73.24,-20.67,90,2.24,73.4,-40.5,"{'lon': -40.5, 'lat': -20.67}",BR
198,2126785,Belaya Gora,93,-29.06,68.53,95,4.47,-29.06,146.42,"{'lon': 146.42, 'lat': 68.53}",RU
199,737021,Zonguldak,59,30.49,41.25,33,4.63,30.49,31.83,"{'lon': 31.83, 'lat': 41.25}",TR
200,2112802,Hasaki,93,40.53,35.73,90,6.93,42.8,140.83,"{'lon': 140.83, 'lat': 35.73}",JP
201,1526041,Atasu,91,21.87,48.68,100,28.45,21.87,71.64,"{'lon': 71.64, 'lat': 48.68}",KZ
202,933995,Souillac,94,78.87,-20.52,75,11.41,79.0,57.52,"{'lon': 57.52, 'lat': -20.52}",MU
203,3899695,Ancud,67,62.6,-41.87,0,10.29,62.6,-73.82,"{'lon': -73.82, 'lat': -41.87}",CL
204,1792916,Tianpeng,100,51.37,30.99,44,2.24,55.99,103.94,"{'lon': 103.94, 'lat': 30.99}",CN
205,3453060,Pontes e Lacerda,86,75.61,-15.23,100,3.24,75.61,-59.34,"{'lon': -59.34, 'lat': -15.23}",BR
206,3369157,Cape Town,59,66.0,-33.93,0,8.05,70.0,18.42,"{'lon': 18.42, 'lat': -33.93}",ZA
207,3190042,Stanisic,92,26.6,45.94,20,9.17,26.6,19.17,"{'lon': 19.17, 'lat': 45.94}",RS
208,197745,Garissa,75,76.95,-0.45,77,7.45,76.95,39.64,"{'lon': 39.64, 'lat': -0.45}",KE
209,1799491,Neijiang,59,53.38,29.58,66,2.68,53.38,105.06,"{'lon': 105.06, 'lat': 29.58}",CN
210,2017378,Rudnogorsk,94,-17.03,57.26,81,5.66,-17.03,103.75,"{'lon': 103.75, 'lat': 57.26}",RU
211,1490256,Talnakh,83,-4.0,69.49,75,20.13,-4.0,88.4,"{'lon': 88.4, 'lat': 69.49}",RU
212,3653967,Muisne,86,77.97,0.6,98,3.51,77.97,-80.03,"{'lon': -80.03, 'lat': 0.6}",EC
213,2136825,Isangel,78,82.4,-19.55,75,3.36,82.4,169.27,"{'lon': 169.27, 'lat': -19.55}",VU
214,1563281,Tuy Hoa,85,74.21,13.08,66,7.7,74.21,109.3,"{'lon': 109.3, 'lat': 13.08}",VN
215,1496511,Novyy Urengoy,94,1.29,66.08,100,17.6,1.29,76.63,"{'lon': 76.63, 'lat': 66.08}",RU
216,2236967,Soyo,92,77.97,-6.13,97,3.09,77.97,12.37,"{'lon': 12.37, 'lat': -6.13}",AO
217,1715335,Davila,78,75.2,18.47,20,6.93,75.2,120.58,"{'lon': 120.58, 'lat': 18.47}",PH
218,2028164,Deputatsky,91,-25.67,69.3,86,3.74,-25.67,139.9,"{'lon': 139.9, 'lat': 69.3}",RU
219,110690,Abha,87,52.66,18.22,75,6.93,53.6,42.51,"{'lon': 42.51, 'lat': 18.22}",SA
220,6050066,La Ronge,92,17.6,55.1,90,4.7,17.6,-105.28,"{'lon': -105.28, 'lat': 55.1}",CA
221,5973108,Hearst,96,26.89,49.68,100,6.89,26.89,-83.67,"{'lon': -83.67, 'lat': 49.68}",CA
222,359792,Aswan,52,46.4,24.09,0,5.82,46.4,32.91,"{'lon': 32.91, 'lat': 24.09}",EG
223,2456917,Goundam,21,75.54,16.41,100,7.0,75.54,-3.67,"{'lon': -3.67, 'lat': 16.41}",ML
224,986717,Kruisfontein,93,58.1,-34.0,33,5.37,58.1,24.73,"{'lon': 24.73, 'lat': -34}",ZA
225,1282256,Hithadhoo,80,84.72,-0.6,2,16.24,84.72,73.08,"{'lon': 73.08, 'lat': -0.6}",MV
226,2332453,Lagos,78,80.6,6.58,20,3.36,80.6,3.75,"{'lon': 3.75, 'lat': 6.58}",NG
227,293842,Kiryat Gat,87,44.38,31.61,40,1.12,48.2,34.76,"{'lon': 34.76, 'lat': 31.61}",IL
228,2264557,Ponta do Sol,58,55.13,32.67,20,6.93,59.0,-17.1,"{'lon': -17.1, 'lat': 32.67}",PT
229,5468773,Gallup,60,38.82,35.53,1,5.82,39.2,-108.74,"{'lon': -108.74, 'lat': 35.53}",US
230,64013,Bosaso,73,76.1,11.28,95,9.44,76.1,49.18,"{'lon': 49.18, 'lat': 11.28}",SO
231,1501000,Kyshtovka,92,20.23,56.55,100,19.44,20.23,76.63,"{'lon': 76.63, 'lat': 56.55}",RU
232,2312888,Mbanza-Ngungu,97,68.43,-5.25,26,2.33,68.43,14.87,"{'lon': 14.87, 'lat': -5.25}",CD
233,107304,Buraidah,75,41.0,26.33,0,2.24,41.0,43.98,"{'lon': 43.98, 'lat': 26.33}",SA
234,129933,Juybar,93,35.6,36.64,26,4.7,35.6,52.91,"{'lon': 52.91, 'lat': 36.64}",IR
235,1803936,Wuwei,35,30.0,37.93,77,1.66,30.0,102.64,"{'lon': 102.64, 'lat': 37.93}",CN
236,2121909,Poronaysk,77,12.09,49.22,0,0.89,12.09,143.12,"{'lon': 143.12, 'lat': 49.22}",RU
237,777019,Vardo,75,26.78,70.37,100,23.31,26.78,31.11,"{'lon': 31.11, 'lat': 70.37}",NO
238,3514633,Vista Hermosa,39,63.27,19.52,75,6.71,66.2,-99.22,"{'lon': -99.22, 'lat': 19.52}",MX
239,5563397,Eureka,71,55.83,40.8,90,3.91,57.0,-124.16,"{'lon': -124.16, 'lat': 40.8}",US
240,3421719,Narsaq,72,15.8,60.92,62,3.36,15.8,-46.05,"{'lon': -46.05, 'lat': 60.92}",GL
241,1717787,Catuday,70,75.6,16.29,0,6.89,75.6,119.81,"{'lon': 119.81, 'lat': 16.29}",PH
242,6620339,Karratha,72,84.56,-20.74,0,16.62,84.56,116.85,"{'lon': 116.85, 'lat': -20.74}",AU
243,169389,Idlib,34,48.2,35.93,0,9.17,48.2,36.63,"{'lon': 36.63, 'lat': 35.93}",SY
244,2176639,Batemans Bay,20,97.7,-35.72,100,13.0,100.0,150.18,"{'lon': 150.18, 'lat': -35.72}",AU
245,866062,Iskateley,94,14.41,67.68,100,13.31,14.41,53.15,"{'lon': 53.15, 'lat': 67.68}",RU
246,3633009,Maracaibo,75,80.47,10.63,100,13.87,80.47,-71.64,"{'lon': -71.64, 'lat': 10.63}",VE
247,3361934,Saldanha,63,66.2,-33.01,0,2.24,66.2,17.94,"{'lon': 17.94, 'lat': -33.01}",ZA
248,2629833,Husavik,43,33.8,66.04,75,41.38,33.8,-17.34,"{'lon': -17.34, 'lat': 66.04}",IS
249,3421765,Nanortalik,76,25.36,60.14,100,22.5,25.36,-45.24,"{'lon': -45.24, 'lat': 60.14}",GL
250,333795,Jijiga,77,55.15,9.35,5,7.63,55.15,42.8,"{'lon': 42.8, 'lat': 9.35}",ET
251,2145875,Tumut,51,75.33,-35.3,100,11.03,75.33,148.22,"{'lon': 148.22, 'lat': -35.3}",AU
252,1235846,Matara,71,81.77,5.95,24,12.08,81.77,80.54,"{'lon': 80.54, 'lat': 5.95}",LK
253,189280,Lodwar,25,82.13,3.12,95,10.07,82.13,35.6,"{'lon': 35.6, 'lat': 3.12}",KE
254,2108502,Honiara,70,87.8,-9.43,20,11.41,87.8,159.95,"{'lon': 159.95, 'lat': -9.43}",SB
255,1687894,Santa Rosa,61,83.14,14.31,20,11.41,84.0,121.11,"{'lon': 121.11, 'lat': 14.31}",PH
256,2162662,Inverell,55,87.57,-29.78,0,11.01,90.0,151.12,"{'lon': 151.12, 'lat': -29.78}",AU
257,2122783,Katangli,86,7.0,51.71,11,6.35,7.0,143.23,"{'lon': 143.23, 'lat': 51.71}",RU
258,3625929,Tucupita,93,68.79,9.06,52,3.24,68.79,-62.05,"{'lon': -62.05, 'lat': 9.06}",VE
259,1789647,Xichang,58,38.12,27.9,0,6.69,38.12,102.26,"{'lon': 102.26, 'lat': 27.9}",CN
260,1489656,Teya,94,-9.11,60.38,0,5.03,-9.11,92.63,"{'lon': 92.63, 'lat': 60.38}",RU
261,2171099,Codrington,66,59.27,-38.27,32,37.56,59.27,141.97,"{'lon': 141.97, 'lat': -38.27}",AU
262,4951594,Southbridge,63,23.58,42.08,1,10.29,28.0,-72.03,"{'lon': -72.03, 'lat': 42.08}",US
263,3674676,Mitu,78,77.58,1.2,99,2.01,77.58,-70.17,"{'lon': -70.17, 'lat': 1.2}",CO
264,5655240,Great Falls,47,33.98,47.5,1,12.75,37.4,-111.3,"{'lon': -111.3, 'lat': 47.5}",US
265,3386213,Touros,83,80.6,-5.2,20,6.93,80.6,-35.46,"{'lon': -35.46, 'lat': -5.2}",BR
266,2136150,Luganville,66,84.2,-15.53,40,4.7,84.2,167.17,"{'lon': 167.17, 'lat': -15.53}",VU
267,498760,Sapozhok,72,28.99,53.94,87,3.0,28.99,40.68,"{'lon': 40.68, 'lat': 53.94}",RU
268,1045114,Inhambane,65,76.35,-23.86,68,7.09,76.35,35.38,"{'lon': 35.38, 'lat': -23.86}",MZ
269,2123100,Myaundzha,84,-30.71,63.05,59,3.44,-30.71,147.19,"{'lon': 147.19, 'lat': 63.05}",RU
270,371745,Kutum,49,39.42,14.2,0,4.97,39.42,24.67,"{'lon': 24.67, 'lat': 14.2}",SD
271,3932145,Pisco,83,74.21,-13.7,90,3.36,75.2,-76.22,"{'lon': -76.22, 'lat': -13.7}",PE
272,3517970,Pochutla,73,77.92,15.74,40,6.85,78.8,-96.47,"{'lon': -96.47, 'lat': 15.74}",MX
273,2012530,Zhigansk,89,-26.82,66.77,100,6.38,-26.82,123.37,"{'lon': 123.37, 'lat': 66.77}",RU
274,3440777,Rocha,85,66.0,-34.48,0,8.41,66.0,-54.33,"{'lon': -54.33, 'lat': -34.48}",UY
275,2127202,Anadyr,74,-23.44,64.75,0,6.71,-23.01,177.48,"{'lon': 177.48, 'lat': 64.75}",RU
276,2094144,Kerema,44,91.74,-7.96,77,8.03,91.74,145.78,"{'lon': 145.78, 'lat': -7.96}",PG
277,5367788,Lompoc,93,57.2,34.64,90,9.17,64.0,-120.46,"{'lon': -120.46, 'lat': 34.64}",US
278,2126199,Cherskiy,98,-32.98,68.75,100,4.99,-32.98,161.3,"{'lon': 161.3, 'lat': 68.75}",RU
279,286987,Nizwa,86,54.81,22.93,17,1.21,54.81,57.53,"{'lon': 57.53, 'lat': 22.93}",OM
280,2609906,Baltiysk,64,39.2,54.65,75,13.42,39.2,19.91,"{'lon': 19.91, 'lat': 54.65}",RU
281,89113,Ajdabiya,62,55.63,30.76,0,5.7,55.63,20.23,"{'lon': 20.23, 'lat': 30.76}",LY
282,2090021,Namatanai,77,84.15,-3.67,10,15.21,84.15,152.43,"{'lon': 152.43, 'lat': -3.67}",PG
283,2264508,Portalegre,77,47.66,39.29,100,9.51,48.99,-7.43,"{'lon': -7.43, 'lat': 39.29}",PT
284,1006984,East London,73,70.03,-33.02,98,11.27,70.03,27.91,"{'lon': 27.91, 'lat': -33.02}",ZA
285,2262917,Sines,90,46.99,37.96,6,7.0,46.99,-8.87,"{'lon': -8.87, 'lat': 37.96}",PT
286,1267390,Kavaratti,76,82.47,10.57,2,12.08,82.47,72.64,"{'lon': 72.64, 'lat': 10.57}",IN
287,2100633,Arawa,75,84.02,-6.21,2,7.7,84.02,155.54,"{'lon': 155.54, 'lat': -6.21}",PG
288,5859699,College,75,-11.33,64.86,75,0.87,-5.8,-147.8,"{'lon': -147.8, 'lat': 64.86}",US
289,2514651,Los Llanos de Aridane,55,58.51,28.66,90,6.93,60.8,-17.92,"{'lon': -17.92, 'lat': 28.66}",ES
290,2377457,Nouadhibou,72,60.8,20.93,33,14.99,60.8,-17.03,"{'lon': -17.03, 'lat': 20.93}",MR
291,6542006,Signa,100,38.39,43.79,0,2.24,44.01,11.1,"{'lon': 11.1, 'lat': 43.79}",IT
292,2165478,Gladstone,83,84.56,-23.85,75,8.05,84.99,151.25,"{'lon': 151.25, 'lat': -23.85}",AU
293,370737,Malakal,13,64.27,9.53,5,10.65,64.27,31.66,"{'lon': 31.66, 'lat': 9.53}",SS
294,4944903,Nantucket,73,24.67,41.28,1,5.1,30.0,-70.1,"{'lon': -70.1, 'lat': 41.28}",US
295,3420846,Qaqortoq,72,15.8,60.72,100,3.36,15.8,-46.03,"{'lon': -46.03, 'lat': 60.72}",GL
296,2017155,Saskylakh,92,-39.14,71.92,0,9.33,-39.14,114.08,"{'lon': 114.08, 'lat': 71.92}",RU
297,684635,Bivolari,69,35.78,47.53,40,18.34,37.4,27.43,"{'lon': 27.43, 'lat': 47.53}",RO
298,2016412,Smidovich,90,0.25,48.6,100,5.12,0.25,133.82,"{'lon': 133.82, 'lat': 48.6}",RU
299,4034551,Faanui,75,82.6,-16.48,33,10.11,82.6,-151.75,"{'lon': -151.75, 'lat': -16.48}",PF
300,5416005,Canon City,24,40.06,38.44,40,10.29,50.0,-105.24,"{'lon': -105.24, 'lat': 38.44}",US
301,4362001,Mayo,79,28.08,38.89,1,3.36,32.0,-76.51,"{'lon': -76.51, 'lat': 38.89}",US
302,3939168,Huarmey,77,70.88,-10.07,100,3.04,70.88,-78.15,"{'lon': -78.15, 'lat': -10.07}",PE
303,3389822,Salinopolis,79,81.39,-0.61,79,16.75,81.39,-47.36,"{'lon': -47.36, 'lat': -0.61}",BR
304,2177069,Ballina,74,88.39,-28.87,40,17.22,91.4,153.57,"{'lon': 153.57, 'lat': -28.87}",AU
305,2630299,Hofn,66,38.03,64.25,68,51.81,38.03,-15.21,"{'lon': -15.21, 'lat': 64.25}",IS
306,2448442,Yorosso,21,77.95,12.35,98,8.61,77.95,-4.78,"{'lon': -4.78, 'lat': 12.35}",ML
307,3584003,Puerto El Triunfo,65,78.8,13.28,0,3.36,78.8,-88.55,"{'lon': -88.55, 'lat': 13.28}",SV
308,2444995,Filingue,11,70.54,14.35,97,13.56,70.54,3.32,"{'lon': 3.32, 'lat': 14.35}",NE
309,1214658,Lhokseumawe,76,78.08,5.18,67,4.03,78.08,97.15,"{'lon': 97.15, 'lat': 5.18}",ID
310,103630,Najran,42,62.6,17.49,59,1.32,62.6,44.13,"{'lon': 44.13, 'lat': 17.49}",SA
311,3380290,Sinnamary,74,78.12,5.38,9,12.93,78.12,-52.95,"{'lon': -52.95, 'lat': 5.38}",GF
312,1185116,Netrakona,52,61.47,24.88,0,5.77,61.47,90.72,"{'lon': 90.72, 'lat': 24.88}",BD
313,1174167,Khanpur,58,55.11,28.65,96,5.64,55.11,70.66,"{'lon': 70.66, 'lat': 28.65}",PK
314,3382160,Cayenne,94,71.6,4.93,91,3.36,71.6,-52.33,"{'lon': -52.33, 'lat': 4.93}",GF
315,2191562,Dunedin,68,66.52,-45.87,44,5.1,66.99,170.5,"{'lon': 170.5, 'lat': -45.87}",NZ
316,3157781,Fauske,80,33.51,67.26,75,9.17,35.6,15.39,"{'lon': 15.39, 'lat': 67.26}",NO
317,4562768,Barceloneta,88,74.95,18.45,75,6.93,77.0,-66.54,"{'lon': -66.54, 'lat': 18.45}",PR
318,328716,Shakiso,51,59.99,5.75,100,4.47,59.99,38.92,"{'lon': 38.92, 'lat': 5.75}",ET
319,515805,Oktyabrskoye,65,28.62,43.06,92,3.67,28.62,44.74,"{'lon': 44.74, 'lat': 43.06}",RU
320,5364271,Laguna,71,55.09,38.42,40,3.36,59.0,-121.42,"{'lon': -121.42, 'lat': 38.42}",US
321,109223,Medina,36,48.2,24.47,0,12.75,48.2,39.61,"{'lon': 39.61, 'lat': 24.47}",SA
322,2128975,Nemuro,64,32.0,43.32,20,9.17,32.0,145.57,"{'lon': 145.57, 'lat': 43.32}",JP
323,3471451,Arraial do Cabo,78,78.8,-22.97,20,3.36,78.8,-42.03,"{'lon': -42.03, 'lat': -22.97}",BR
324,2178753,Kirakira,78,82.06,-10.45,56,1.16,82.06,161.92,"{'lon': 161.92, 'lat': -10.45}",SB
325,3443631,Bella Union,70,68.52,-30.28,0,9.08,68.52,-57.6,"{'lon': -57.6, 'lat': -30.28}",UY
326,1263776,Mangan,43,40.59,27.52,0,2.62,40.59,88.53,"{'lon': 88.53, 'lat': 27.52}",IN
327,3832899,Viedma,38,76.6,-40.81,33,20.18,76.6,-63.0,"{'lon': -63, 'lat': -40.81}",AR
328,343137,Awasa,70,60.55,7.05,100,3.89,60.55,38.47,"{'lon': 38.47, 'lat': 7.05}",ET
329,3576994,Cockburn Town,74,73.78,21.46,100,20.47,73.78,-71.14,"{'lon': -71.14, 'lat': 21.46}",TC
330,707453,Ivanivka,83,36.37,46.72,100,17.13,36.37,34.55,"{'lon': 34.55, 'lat': 46.72}",UA
331,1268008,Kanniyakumari,76,80.62,8.08,100,31.88,80.62,77.57,"{'lon': 77.57, 'lat': 8.08}",IN
332,2013279,Vostok,76,12.85,46.49,87,2.04,12.85,135.88,"{'lon': 135.88, 'lat': 46.49}",RU
333,935214,Saint-Pierre,88,74.93,-21.34,75,9.17,80.6,55.48,"{'lon': 55.48, 'lat': -21.34}",RE
334,3480908,La Asuncion,88,80.6,11.03,40,6.51,80.6,-63.86,"{'lon': -63.86, 'lat': 11.03}",VE
335,1687058,Saysain,69,81.36,14.56,75,5.82,84.0,120.39,"{'lon': 120.39, 'lat': 14.56}",PH
336,3985710,Cabo San Lucas,82,69.06,22.89,75,4.7,71.01,-109.91,"{'lon': -109.91, 'lat': 22.89}",MX
337,5861897,Fairbanks,75,-9.4,64.84,75,0.72,-5.8,-147.72,"{'lon': -147.72, 'lat': 64.84}",US
338,2015833,Svobodnyy,94,-2.38,51.4,100,9.22,-2.38,128.13,"{'lon': 128.13, 'lat': 51.4}",RU
339,648090,Lieksa,74,21.52,63.32,0,10.74,21.52,30.02,"{'lon': 30.02, 'lat': 63.32}",FI
340,3374083,Bathsheba,69,78.8,13.22,75,17.22,78.8,-59.52,"{'lon': -59.52, 'lat': 13.22}",BB
341,5546220,Saint George,50,47.97,37.1,1,2.89,53.6,-113.58,"{'lon': -113.58, 'lat': 37.1}",US
342,2068110,Kununurra,70,86.0,-15.77,58,5.82,86.0,128.73,"{'lon': 128.73, 'lat': -15.77}",AU
343,2276492,Harper,94,75.99,4.38,100,2.06,75.99,-7.72,"{'lon': -7.72, 'lat': 4.38}",LR
344,5072006,Lincoln,100,33.48,40.8,90,3.36,35.01,-96.67,"{'lon': -96.67, 'lat': 40.8}",US
345,1264457,Mahalingpur,69,69.03,16.38,35,12.26,69.03,75.12,"{'lon': 75.12, 'lat': 16.38}",IN
346,6149996,Smithers,100,28.4,54.78,90,3.36,28.4,-127.17,"{'lon': -127.17, 'lat': 54.78}",CA
347,244878,Biltine,24,56.39,14.53,0,17.09,56.39,20.92,"{'lon': 20.92, 'lat': 14.53}",TD
348,2063036,Port Lincoln,45,63.77,-34.73,61,21.21,63.77,135.87,"{'lon': 135.87, 'lat': -34.73}",AU
349,2446796,Bilma,21,59.02,18.69,14,9.22,59.02,12.92,"{'lon': 12.92, 'lat': 18.69}",NE
350,3423146,Ilulissat,66,10.4,69.22,100,14.99,10.4,-51.1,"{'lon': -51.1, 'lat': 69.22}",GL
351,5993072,Kitimat,90,33.39,54.05,90,12.75,33.8,-128.65,"{'lon': -128.65, 'lat': 54.05}",CA
352,1803834,Liaocheng,61,44.6,36.44,0,1.83,44.6,115.96,"{'lon': 115.96, 'lat': 36.44}",CN
353,4255151,Bud,55,32.5,39.45,90,8.05,34.0,-86.18,"{'lon': -86.18, 'lat': 39.45}",US
354,3939761,Hualmay,82,69.58,-11.1,100,2.13,69.58,-77.61,"{'lon': -77.61, 'lat': -11.1}",PE
355,3347019,Mossamedes,75,74.21,-15.2,100,9.78,74.21,12.15,"{'lon': 12.15, 'lat': -15.2}",AO
356,6180550,Whitehorse,84,6.75,60.72,75,3.36,9.0,-135.05,"{'lon': -135.05, 'lat': 60.72}",CA
357,2396518,Port-Gentil,76,83.19,-0.72,0,6.08,83.19,8.78,"{'lon': 8.78, 'lat': -0.72}",GA
358,1253237,Veraval,42,65.19,20.9,4,17.34,65.19,70.37,"{'lon': 70.37, 'lat': 20.9}",IN
359,3128382,Bejar,86,39.6,40.39,49,9.17,42.01,-5.76,"{'lon': -5.76, 'lat': 40.39}",ES
360,286621,Salalah,60,75.2,17.02,75,8.05,75.2,54.09,"{'lon': 54.09, 'lat': 17.02}",OM
361,562389,Frolovo,95,29.97,49.77,100,11.65,29.97,43.66,"{'lon': 43.66, 'lat': 49.77}",RU
362,3561408,El Cobre,63,66.2,20.05,75,13.87,66.2,-75.95,"{'lon': -75.95, 'lat': 20.05}",CU
363,1495812,Ous,96,16.14,60.91,100,3.04,16.14,61.52,"{'lon': 61.52, 'lat': 60.91}",RU
364,3894426,Coyhaique,45,66.2,-45.58,5,9.17,66.2,-72.07,"{'lon': -72.07, 'lat': -45.58}",CL
365,3945985,Camana,91,66.83,-16.62,100,5.12,66.83,-72.71,"{'lon': -72.71, 'lat': -16.62}",PE
366,2335614,Kagoro,31,62.58,9.6,37,7.23,62.58,8.38,"{'lon': 8.38, 'lat': 9.6}",NG
367,3356832,Henties Bay,93,66.0,-22.12,0,1.99,66.0,14.28,"{'lon': 14.28, 'lat': -22.12}",NA
368,108410,Riyadh,43,50.0,24.69,40,13.87,50.0,46.72,"{'lon': 46.72, 'lat': 24.69}",SA
369,2180815,Tuatapere,74,64.0,-46.13,36,14.0,64.0,167.68,"{'lon': 167.68, 'lat': -46.13}",NZ
370,2122574,Ola,69,-14.17,59.58,0,5.59,-14.17,151.28,"{'lon': 151.28, 'lat': 59.58}",RU
371,1819729,Hong Kong,78,70.77,22.29,20,9.17,73.4,114.16,"{'lon': 114.16, 'lat': 22.29}",HK
372,5359864,Isla Vista,77,58.3,34.41,1,6.93,64.0,-119.86,"{'lon': -119.86, 'lat': 34.41}",US
373,4031574,Provideniya,76,-5.8,64.38,0,4.97,-5.8,-173.3,"{'lon': -173.3, 'lat': 64.38}",RU
374,1511538,Antipino,85,24.8,57.11,90,11.18,24.8,65.76,"{'lon': 65.76, 'lat': 57.11}",RU
375,5847411,Kahului,54,76.89,20.89,40,6.93,80.6,-156.47,"{'lon': -156.47, 'lat': 20.89}",US
376,1804119,Liancheng,41,68.11,24.05,0,14.47,68.11,105.08,"{'lon': 105.08, 'lat': 24.05}",CN
377,1066831,Beroroha,87,68.81,-21.67,99,4.03,68.81,45.17,"{'lon': 45.17, 'lat': -21.67}",MG
