,CityID,City,Humidity,Temp,Latitude,Cloudiness,WindSpeed,MaxTemp,Longitude,LatLong,CountryCode
378,1861280,Itoman,73,71.98,26.12,75,11.41,73.4,127.67,"{'lon': 127.67, 'lat': 26.12}",JP
379,53372,Oodweyne,59,58.3,9.41,4,1.28,58.3,45.06,"{'lon': 45.06, 'lat': 9.41}",SO
380,3138532,Skotterud,86,29.14,59.98,53,5.82,32.0,12.13,"{'lon': 12.13, 'lat': 59.98}",NO
381,3571913,Marsh Harbour,69,70.36,26.54,33,27.09,70.36,-77.06,"{'lon': -77.06, 'lat': 26.54}",BS
382,2997110,Luneville,92,27.77,48.6,90,5.82,33.01,6.5,"{'lon': 6.5, 'lat': 48.6}",FR
383,352628,Matay,89,39.49,28.42,0,3.09,39.49,30.78,"{'lon': 30.78, 'lat': 28.42}",EG
384,1650064,Barabai,50,89.08,-2.58,0,6.08,89.08,115.38,"{'lon': 115.38, 'lat': -2.58}",ID
385,3838874,Rio Cuarto,88,71.6,-33.13,0,10.29,71.6,-64.35,"{'lon': -64.35, 'lat': -33.13}",AR
386,964712,Plettenberg Bay,84,64.17,-34.05,49,13.18,64.17,23.37,"{'lon': 23.37, 'lat': -34.05}",ZA
387,2301217,Ejura,67,76.69,7.39,0,2.68,76.69,-1.36,"{'lon': -1.36, 'lat': 7.39}",GH
388,5392171,San Jose,67,56.79,37.34,20,5.82,61.0,-121.89,"{'lon': -121.89, 'lat': 37.34}",US
389,6621469,Arrondissement d'Arcachon,87,52.09,44.59,90,2.24,55.4,-1.05,"{'lon': -1.05, 'lat': 44.59}",FR
390,2037078,Hailar,84,-5.39,49.2,0,16.62,-5.39,119.7,"{'lon': 119.7, 'lat': 49.2}",CN
391,2013921,Ust-Kuyga,99,-32.66,70.02,87,5.79,-32.66,135.6,"{'lon': 135.6, 'lat': 70.02}",RU
392,3691954,Sechura,88,71.29,-5.56,71,8.08,71.29,-80.82,"{'lon': -80.82, 'lat': -5.56}",PE
393,2079582,Alyangula,74,86.0,-13.85,75,13.87,86.0,136.42,"{'lon': 136.42, 'lat': -13.85}",AU
394,1586350,Cam Ranh,69,80.6,11.92,40,5.82,80.6,109.16,"{'lon': 109.16, 'lat': 11.92}",VN
395,1802013,Yizheng,50,56.97,24.67,0,7.49,56.97,103.43,"{'lon': 103.43, 'lat': 24.67}",CN
396,3837213,San Juan,29,87.82,-31.54,91,6.24,87.82,-68.54,"{'lon': -68.54, 'lat': -31.54}",AR
397,2509491,Villarrobledo,91,35.01,39.27,1,1.01,35.01,-2.6,"{'lon': -2.6, 'lat': 39.27}",ES
398,2527087,Tiznit,74,46.44,29.58,0,4.47,46.44,-9.5,"{'lon': -9.5, 'lat': 29.58}",MA
399,1816336,Binzhou,66,44.01,37.37,0,4.36,44.01,118.02,"{'lon': 118.02, 'lat': 37.37}",CN
400,417594,Shahreza,70,30.94,32.03,6,5.1,30.94,51.88,"{'lon': 51.88, 'lat': 32.03}",IR
401,2074113,Collie,41,72.18,-33.37,50,6.17,75.99,116.15,"{'lon': 116.15, 'lat': -33.37}",AU
402,1485627,Yuzhnyy,85,21.2,53.25,75,13.42,21.2,83.69,"{'lon': 83.69, 'lat': 53.25}",RU
403,1651810,Airai,56,82.51,-8.93,95,4.45,82.51,125.41,"{'lon': 125.41, 'lat': -8.93}",TL
404,4705086,Lamar,100,38.25,33.67,90,12.75,41.0,-95.58,"{'lon': -95.58, 'lat': 33.67}",US
405,502011,Revda,92,24.8,56.8,40,6.71,24.8,59.93,"{'lon': 59.93, 'lat': 56.8}",RU
406,5978133,Hudson Bay,98,9.43,52.85,100,4.34,9.43,-102.38,"{'lon': -102.38, 'lat': 52.85}",CA
407,4031637,Lavrentiya,88,-9.36,65.58,100,6.02,-9.36,-171.0,"{'lon': -171, 'lat': 65.58}",RU
408,2467813,Rafraf,87,55.38,37.19,40,5.82,57.2,10.18,"{'lon': 10.18, 'lat': 37.19}",TN
409,3466704,Castro,99,57.27,-24.79,100,7.61,57.27,-50.01,"{'lon': -50.01, 'lat': -24.79}",BR
410,1633419,Padang,90,68.61,-0.95,57,4.29,68.61,100.35,"{'lon': 100.35, 'lat': -0.95}",ID
411,1224061,Wattegama,100,75.2,6.8,20,8.05,75.2,81.48,"{'lon': 81.48, 'lat': 6.8}",LK
412,3522186,Pajapan,78,73.4,18.25,40,11.41,73.4,-94.7,"{'lon': -94.7, 'lat': 18.25}",MX
413,2206890,Masterton,56,71.83,-40.96,17,1.01,75.99,175.66,"{'lon': 175.66, 'lat': -40.96}",NZ
414,2173911,Broken Hill,27,78.8,-31.95,40,19.46,78.8,141.43,"{'lon': 141.43, 'lat': -31.95}",AU
415,5746545,Portland,87,48.81,45.52,90,12.75,54.0,-122.68,"{'lon': -122.68, 'lat': 45.52}",US
416,2208248,Kaitangata,68,66.99,-46.28,4,17.49,66.99,169.85,"{'lon': 169.85, 'lat': -46.28}",NZ
417,3470709,Barra do Garcas,94,72.82,-15.89,100,3.4,72.82,-52.26,"{'lon': -52.26, 'lat': -15.89}",BR
418,3598787,Champerico,61,82.4,14.3,75,6.93,82.4,-91.92,"{'lon': -91.92, 'lat': 14.3}",GT
419,523392,Nar'yan-Mar,94,14.41,67.67,100,13.31,14.41,53.09,"{'lon': 53.09, 'lat': 67.67}",RU
420,5110365,Broome,58,24.8,42.25,1,3.36,28.4,-75.83,"{'lon': -75.83, 'lat': 42.25}",US
421,1606050,Sungai Padi,83,79.09,6.09,20,8.05,80.6,101.88,"{'lon': 101.88, 'lat': 6.09}",TH
422,780687,Berlevag,75,26.6,70.86,100,20.13,26.6,29.09,"{'lon': 29.09, 'lat': 70.86}",NO
423,2126682,Bilibino,100,-40.18,68.05,80,0.13,-40.18,166.44,"{'lon': 166.44, 'lat': 68.05}",RU
424,1509847,Bograd,77,3.2,54.23,100,2.24,3.2,90.83,"{'lon': 90.83, 'lat': 54.23}",RU
425,5044290,Saint Anthony,86,32.83,45.02,90,5.82,34.0,-93.22,"{'lon': -93.22, 'lat': 45.02}",US
426,6162951,Terrace Bay,95,22.57,48.78,98,2.53,22.57,-87.1,"{'lon': -87.1, 'lat': 48.78}",CA
427,2014743,Tygda,96,-6.21,53.12,100,5.41,-6.21,126.33,"{'lon': 126.33, 'lat': 53.12}",RU
428,6162949,Terrace,87,33.51,54.52,90,12.75,33.8,-128.6,"{'lon': -128.6, 'lat': 54.52}",CA
429,2034615,Tahe,86,-3.64,52.33,100,10.16,-3.64,124.73,"{'lon': 124.73, 'lat': 52.33}",CN
430,2229267,Lolodorf,97,73.42,3.23,89,1.95,73.42,10.73,"{'lon': 10.73, 'lat': 3.23}",CM
431,3461370,Imbituba,100,68.0,-28.24,75,3.36,68.0,-48.67,"{'lon': -48.67, 'lat': -28.24}",BR
432,2701680,Karlstad,85,25.86,59.38,1,4.7,27.0,13.5,"{'lon': 13.5, 'lat': 59.38}",SE
433,2522890,Tortoli,93,53.82,39.93,40,6.93,55.4,9.66,"{'lon': 9.66, 'lat': 39.93}",IT
434,110690,Faya,87,52.68,18.39,75,6.93,53.6,42.45,"{'lon': 42.45, 'lat': 18.39}",SA
435,583345,Aleksandrov Gay,98,32.27,50.15,100,8.84,32.27,48.57,"{'lon': 48.57, 'lat': 50.15}",RU
436,1862505,Hirara,73,73.4,24.8,75,11.41,73.4,125.28,"{'lon': 125.28, 'lat': 24.8}",JP
437,10722858,Forsytheganj,76,30.85,52.63,94,17.69,30.85,29.73,"{'lon': 29.73, 'lat': 52.63}",BY
438,5295143,Fortuna Foothills,52,64.02,32.66,1,5.82,66.2,-114.41,"{'lon': -114.41, 'lat': 32.66}",US
439,53157,Qandala,81,71.24,11.47,15,1.79,71.24,49.87,"{'lon': 49.87, 'lat': 11.47}",SO
440,2094027,Kieta,75,84.02,-6.22,2,7.7,84.02,155.63,"{'lon': 155.63, 'lat': -6.22}",PG
441,2145554,Ulladulla,10,100.02,-35.35,100,24.16,102.2,150.47,"{'lon': 150.47, 'lat': -35.35}",AU
442,2160413,Leeton,36,78.8,-34.57,40,19.46,78.8,146.4,"{'lon': 146.4, 'lat': -34.57}",AU
443,3469190,Boquira,95,69.69,-12.82,100,3.11,69.69,-42.73,"{'lon': -42.73, 'lat': -12.82}",BR
444,2037335,Fuyu,89,8.82,45.18,71,12.26,8.82,124.82,"{'lon': 124.82, 'lat': 45.18}",CN
445,5866063,Kenai,78,15.85,60.55,90,6.8,16.0,-151.26,"{'lon': -151.26, 'lat': 60.55}",US
446,2120048,Ust-Nera,99,-32.8,64.57,100,2.06,-32.8,143.2,"{'lon': 143.2, 'lat': 64.57}",RU
447,1229989,Point Pedro,78,80.98,9.82,98,21.3,80.98,80.23,"{'lon': 80.23, 'lat': 9.82}",LK
448,1631637,Pemangkat,72,84.06,1.17,1,6.46,84.06,108.97,"{'lon': 108.97, 'lat': 1.17}",ID
449,1637001,Biak,72,83.48,-0.91,96,8.05,83.48,122.88,"{'lon': 122.88, 'lat': -0.91}",ID
450,1489853,Tazovsky,94,-0.78,67.47,100,14.25,-0.78,78.7,"{'lon': 78.7, 'lat': 67.47}",RU
451,3161733,Bergen,100,39.63,60.39,75,19.46,39.99,5.33,"{'lon': 5.33, 'lat': 60.39}",NO
452,2024626,Dzhebariki-Khaya,93,-25.1,62.22,0,0.6,-25.1,135.8,"{'lon': 135.8, 'lat': 62.22}",RU
453,7671223,Kloulklubed,78,82.4,7.04,75,13.87,82.4,134.26,"{'lon': 134.26, 'lat': 7.04}",PW
454,1684803,Tabuk,71,77.04,17.42,1,8.88,77.04,121.44,"{'lon': 121.44, 'lat': 17.42}",PH
455,1278935,Amalapuram,83,69.8,16.58,20,5.82,69.8,82.02,"{'lon': 82.02, 'lat': 16.58}",IN
456,1525798,Balkhash,92,19.72,46.84,100,10.13,19.72,74.98,"{'lon': 74.98, 'lat': 46.84}",KZ
457,3662342,Sao Gabriel da Cachoeira,89,76.66,-0.13,53,1.5,76.66,-67.09,"{'lon': -67.09, 'lat': -0.13}",BR
458,1507116,Dudinka,83,-4.0,69.41,75,20.13,-4.0,86.18,"{'lon': 86.18, 'lat': 69.41}",RU
459,2460954,Araouane,20,74.28,18.9,96,7.43,74.28,-3.53,"{'lon': -3.53, 'lat': 18.9}",ML
460,934649,Cap Malheureux,94,78.91,-19.98,75,11.41,79.0,57.61,"{'lon': 57.61, 'lat': -19.98}",MU
461,3893726,Constitucion,94,56.61,-35.33,59,5.23,56.61,-72.42,"{'lon': -72.42, 'lat': -35.33}",CL
462,60019,Eyl,82,78.13,7.98,31,22.53,78.13,49.82,"{'lon': 49.82, 'lat': 7.98}",SO
463,1498161,Muzhi,97,3.88,65.37,100,3.71,3.88,64.67,"{'lon': 64.67, 'lat': 65.37}",RU
464,1737486,Bintulu,88,82.24,3.17,75,1.12,82.4,113.03,"{'lon': 113.03, 'lat': 3.17}",MY
465,778707,Mehamn,83,20.14,71.04,100,13.65,20.14,27.85,"{'lon': 27.85, 'lat': 71.04}",NO
466,1581349,Ha Giang,83,66.81,22.83,76,4.7,66.81,104.98,"{'lon': 104.98, 'lat': 22.83}",VN
467,478050,Ust'-Kulom,93,15.69,61.69,85,7.92,15.69,53.69,"{'lon': 53.69, 'lat': 61.69}",RU
468,1123004,Taloqan,29,28.02,36.74,0,2.08,28.02,69.53,"{'lon': 69.53, 'lat': 36.74}",AF
469,1651531,Ambon,59,89.6,-3.7,20,11.41,89.6,128.18,"{'lon': 128.18, 'lat': -3.7}",ID
470,4033543,Teahupoo,66,87.46,-17.83,20,17.22,87.8,-149.27,"{'lon': -149.27, 'lat': -17.83}",PF
471,542184,Krasnovishersk,97,14.32,60.41,100,2.44,14.32,57.08,"{'lon': 57.08, 'lat': 60.41}",RU
472,3887127,Iquique,61,77.0,-20.22,100,6.93,77.0,-70.14,"{'lon': -70.14, 'lat': -20.22}",CL
473,8079926,Labuhan,66,87.15,-6.88,0,2.53,87.15,112.21,"{'lon': 112.21, 'lat': -6.88}",ID
474,3443341,Carmelo,83,77.0,-33.99,0,12.75,77.0,-58.29,"{'lon': -58.29, 'lat': -33.99}",UY
475,1257479,Sanchi,93,51.8,23.48,16,4.7,51.8,77.73,"{'lon': 77.73, 'lat': 23.48}",IN
476,2111495,Ohara,93,42.64,35.25,90,6.93,45.0,140.38,"{'lon': 140.38, 'lat': 35.25}",JP
477,1705645,Looc,76,78.6,12.26,1,17.22,78.6,121.99,"{'lon': 121.99, 'lat': 12.26}",PH
478,6096551,Pangnirtung,92,-30.12,66.15,88,3.02,-30.12,-65.71,"{'lon': -65.71, 'lat': 66.15}",CA
479,2152659,Port Macquarie,33,99.82,-31.43,0,17.22,106.0,152.92,"{'lon': 152.92, 'lat': -31.43}",AU
480,4220629,St. Marys,76,50.41,30.73,90,17.22,52.0,-81.55,"{'lon': -81.55, 'lat': 30.73}",US
481,1057095,Sakaraha,81,68.92,-22.9,0,2.13,68.92,44.53,"{'lon': 44.53, 'lat': -22.9}",MG
482,2692613,Mariestad,92,27.19,58.71,0,3.36,30.0,13.82,"{'lon': 13.82, 'lat': 58.71}",SE
483,3135813,Stranda,75,44.35,62.31,100,23.04,50.0,6.94,"{'lon': 6.94, 'lat': 62.31}",NO
484,3148602,Kyrksaeterora,93,38.3,63.29,75,10.29,48.2,9.09,"{'lon': 9.09, 'lat': 63.29}",NO
485,1830377,Lumphat,48,82.47,13.49,32,6.73,82.47,106.98,"{'lon': 106.98, 'lat': 13.49}",KH
486,183027,Nyahururu,87,53.56,0.04,100,2.77,53.56,36.37,"{'lon': 36.37, 'lat': 0.04}",KE
487,2449893,Tessalit,18,70.68,20.2,72,8.9,70.68,1.01,"{'lon': 1.01, 'lat': 20.2}",ML
488,1276917,Barkot,56,28.08,30.82,0,6.46,28.08,78.2,"{'lon': 78.2, 'lat': 30.82}",IN
489,2065594,Mount Isa,55,89.6,-20.73,75,14.99,89.6,139.5,"{'lon': 139.5, 'lat': -20.73}",AU
490,3388847,Sao Felix do Xingu,98,71.47,-6.64,100,1.72,71.47,-51.99,"{'lon': -51.99, 'lat': -6.64}",BR
491,2030065,Mandalgovi,70,6.1,45.76,0,4.63,6.1,106.27,"{'lon': 106.27, 'lat': 45.76}",MN
492,921786,Mitsamiouli,79,82.2,-11.38,100,18.52,82.2,43.28,"{'lon': 43.28, 'lat': -11.38}",KM
493,1272140,Dwarka,58,68.9,22.24,0,24.14,68.9,68.97,"{'lon': 68.97, 'lat': 22.24}",IN
494,2948184,Bitburg,100,33.96,49.97,90,11.41,36.0,6.53,"{'lon': 6.53, 'lat': 49.97}",DE
495,6137462,Saint-Augustin,90,21.51,51.23,100,12.06,21.51,-58.65,"{'lon': -58.65, 'lat': 51.23}",CA
496,1538641,Kedrovyy,76,-5.8,56.17,40,7.92,-5.8,91.82,"{'lon': 91.82, 'lat': 56.17}",RU
497,3832791,Villa Carlos Paz,73,74.86,-31.42,4,4.7,80.01,-64.5,"{'lon': -64.5, 'lat': -31.42}",AR
498,1496503,Noyabrsk,94,4.73,63.2,100,22.12,4.73,75.45,"{'lon': 75.45, 'lat': 63.2}",RU
499,2253354,Dakar,53,72.68,14.69,100,12.75,73.4,-17.44,"{'lon': -17.44, 'lat': 14.69}",SN
500,1242110,Kalmunai,81,81.16,7.42,99,17.63,81.16,81.82,"{'lon': 81.82, 'lat': 7.42}",LK
501,2338660,Yaan,24,71.4,7.38,77,4.61,71.4,8.57,"{'lon': 8.57, 'lat': 7.38}",NG
502,531979,Maksatikha,75,22.32,57.8,100,12.12,22.32,35.88,"{'lon': 35.88, 'lat': 57.8}",RU
503,535839,Leshukonskoye,91,21.61,64.9,98,9.53,21.61,45.76,"{'lon': 45.76, 'lat': 64.9}",RU
504,2033370,Yingkou,74,30.04,40.66,1,12.26,30.04,122.23,"{'lon': 122.23, 'lat': 40.66}",CN
505,3466978,Carazinho,93,57.61,-28.28,26,10.04,57.61,-52.79,"{'lon': -52.79, 'lat': -28.28}",BR
506,1259385,Port Blair,80,80.47,11.67,86,13.31,80.47,92.75,"{'lon': 92.75, 'lat': 11.67}",IN
507,1791779,Wanning,75,74.66,18.8,89,7.72,74.66,110.4,"{'lon': 110.4, 'lat': 18.8}",CN
508,3393922,Nisia Floresta,78,81.54,-6.09,40,8.05,82.4,-35.21,"{'lon': -35.21, 'lat': -6.09}",BR
509,1489209,Troitskoye,82,20.79,52.98,100,12.88,20.79,84.68,"{'lon': 84.68, 'lat': 52.98}",RU
510,1528998,Yumen,60,21.06,40.28,47,6.31,21.06,97.2,"{'lon': 97.2, 'lat': 40.28}",CN
511,2013952,Ust'-Ilimsk,88,-12.71,58.0,17,7.94,-12.71,102.66,"{'lon': 102.66, 'lat': 58}",RU
512,1502697,Kondinskoye,93,20.41,59.65,100,12.8,20.41,67.41,"{'lon': 67.41, 'lat': 59.65}",RU
513,553766,Kamenka,96,32.0,51.32,93,14.41,32.0,42.77,"{'lon': 42.77, 'lat': 51.32}",RU
514,6180285,Whitecourt,92,28.4,54.15,5,3.18,28.4,-115.69,"{'lon': -115.69, 'lat': 54.15}",CA
515,3628142,San Jose de Guanipa,70,75.72,8.89,57,10.22,75.72,-64.17,"{'lon': -64.17, 'lat': 8.89}",VE
516,6255012,Flinders,10,102.43,-34.58,90,24.16,105.01,150.86,"{'lon': 150.86, 'lat': -34.58}",AU
517,1506268,Gornopravdinsk,93,19.72,60.05,100,11.86,19.72,69.9,"{'lon': 69.9, 'lat': 60.05}",RU
518,352733,Mersa Matruh,76,51.8,31.35,40,9.17,51.8,27.25,"{'lon': 27.25, 'lat': 31.35}",EG
519,4004293,Ixtapa,65,78.4,20.7,75,2.24,78.8,-105.2,"{'lon': -105.2, 'lat': 20.7}",MX
520,4173593,South Venice,62,54.81,27.05,75,8.05,57.0,-82.42,"{'lon': -82.42, 'lat': 27.05}",US
521,709584,Druzhba,78,29.32,52.04,91,17.05,29.32,33.95,"{'lon': 33.95, 'lat': 52.04}",UA
522,6093347,Olds,73,28.58,51.78,20,2.24,33.01,-114.1,"{'lon': -114.1, 'lat': 51.78}",CA
523,1626542,Sorong,58,87.49,-0.88,7,6.4,87.49,131.25,"{'lon': 131.25, 'lat': -0.88}",ID
524,3698359,Chicama,78,77.0,-7.84,90,4.7,77.0,-79.15,"{'lon': -79.15, 'lat': -7.84}",PE
525,1855540,Naze,78,72.55,28.37,75,18.34,73.4,129.48,"{'lon': 129.48, 'lat': 28.37}",JP
526,3359638,Walvis Bay,93,63.9,-22.96,0,3.36,66.0,14.51,"{'lon': 14.51, 'lat': -22.96}",NA
527,2077895,Alice Springs,22,96.8,-23.7,36,12.75,96.8,133.88,"{'lon': 133.88, 'lat': -23.7}",AU
528,1622318,Waingapu,71,83.44,-9.66,0,9.17,83.44,120.26,"{'lon': 120.26, 'lat': -9.66}",ID
529,1634718,Muncar,75,82.47,-8.43,0,2.71,82.47,114.33,"{'lon': 114.33, 'lat': -8.43}",ID
530,5554428,Ketchikan,81,42.8,55.34,90,18.34,42.8,-131.65,"{'lon': -131.65, 'lat': 55.34}",US
531,580453,Atamanskaya,96,34.66,46.18,100,15.84,34.66,39.64,"{'lon': 39.64, 'lat': 46.18}",RU
532,290104,Sitrah,82,59.97,26.15,75,23.04,60.8,50.62,"{'lon': 50.62, 'lat': 26.15}",BH
533,2093967,Kimbe,78,83.37,-5.55,35,4.83,83.37,150.14,"{'lon': 150.14, 'lat': -5.55}",PG
534,4333811,Morgan City,87,49.21,29.7,75,9.17,51.01,-91.21,"{'lon': -91.21, 'lat': 29.7}",US
535,6324729,Halifax,85,15.66,44.65,5,8.05,18.0,-63.57,"{'lon': -63.57, 'lat': 44.65}",CA
536,1688781,City of San Pedro,61,83.14,14.35,20,11.41,84.0,121.02,"{'lon': 121.02, 'lat': 14.35}",PH
537,3412093,Vestmannaeyjar,68,34.66,63.44,100,44.56,34.66,-20.27,"{'lon': -20.27, 'lat': 63.44}",IS
538,1502073,Krasnosel'kup,95,-0.26,65.7,97,15.32,-0.26,82.47,"{'lon': 82.47, 'lat': 65.7}",RU
539,2127060,Arman,77,-8.36,59.7,0,4.94,-8.36,150.17,"{'lon': 150.17, 'lat': 59.7}",RU
540,1024696,Dondo,96,68.02,-19.61,35,2.21,68.02,34.74,"{'lon': 34.74, 'lat': -19.61}",MZ
541,2519651,Cehegin,99,44.26,38.09,58,4.0,48.0,-1.8,"{'lon': -1.8, 'lat': 38.09}",ES
542,7647007,Bariloche,40,69.8,-41.15,20,10.29,69.8,-71.31,"{'lon': -71.31, 'lat': -41.15}",AR
543,5503914,Fallon,46,51.84,39.47,75,5.82,53.6,-118.78,"{'lon': -118.78, 'lat': 39.47}",US
544,512947,Pamyat' Parizhskoy Kommuny,86,27.9,56.1,75,8.95,28.4,44.5,"{'lon': 44.5, 'lat': 56.1}",RU
545,550844,Khadzhalmakhi,64,38.73,42.42,41,11.18,39.2,47.18,"{'lon': 47.18, 'lat': 42.42}",RU
546,226361,Sembabule,52,65.89,-0.08,100,3.91,65.89,31.46,"{'lon': 31.46, 'lat': -0.08}",UG
547,3449747,Santa Vitoria do Palmar,88,68.22,-33.52,4,7.65,68.22,-53.37,"{'lon': -53.37, 'lat': -33.52}",BR
548,1524606,Derzhavinsk,91,27.99,51.1,100,26.51,27.99,66.32,"{'lon': 66.32, 'lat': 51.1}",KZ
549,1275665,Bikaner,52,53.47,28.02,52,6.76,53.47,73.3,"{'lon': 73.3, 'lat': 28.02}",IN
550,3843123,Neuquen,40,89.6,-38.95,0,9.17,89.6,-68.06,"{'lon': -68.06, 'lat': -38.95}",AR
551,115019,Shiraz,100,39.2,29.6,90,7.02,39.2,52.54,"{'lon': 52.54, 'lat': 29.6}",IR
552,967476,Orkney,31,61.74,-26.98,0,3.98,61.74,26.67,"{'lon': 26.67, 'lat': -26.98}",ZA
553,2122493,Omsukchan,99,-32.19,62.53,100,4.16,-32.19,155.8,"{'lon': 155.8, 'lat': 62.53}",RU
554,1650232,Banjar,79,86.0,-8.19,20,2.24,86.0,114.97,"{'lon': 114.97, 'lat': -8.19}",ID
555,3374333,Praia,83,69.8,14.92,95,13.87,69.8,-23.51,"{'lon': -23.51, 'lat': 14.92}",CV
556,905846,Mpika,98,63.25,-11.83,100,4.52,63.25,31.45,"{'lon': 31.45, 'lat': -11.83}",ZM
557,930025,Dedza,94,59.0,-14.38,100,4.12,59.0,34.33,"{'lon': 34.33, 'lat': -14.38}",MW
558,4082589,Pell City,74,40.39,33.59,40,5.17,44.6,-86.29,"{'lon': -86.29, 'lat': 33.59}",US
559,5374920,Morro Bay,87,57.11,35.37,1,4.7,62.6,-120.85,"{'lon': -120.85, 'lat': 35.37}",US
560,3379507,Bartica,94,75.2,6.4,0,4.7,75.2,-58.62,"{'lon': -58.62, 'lat': 6.4}",GY
561,1262253,Nagar,68,47.75,27.43,0,8.93,47.75,77.1,"{'lon': 77.1, 'lat': 27.43}",IN
562,5720495,Coos Bay,76,53.08,43.37,90,14.99,55.4,-124.22,"{'lon': -124.22, 'lat': 43.37}",US
563,1800163,Nanchang,93,48.54,28.68,100,8.68,48.54,115.88,"{'lon': 115.88, 'lat': 28.68}",CN
564,5905393,Bonavista,84,19.0,48.65,100,3.0,19.0,-53.11,"{'lon': -53.11, 'lat': 48.65}",CA
565,895953,Zambezi,98,66.88,-13.54,100,9.42,66.88,23.1,"{'lon': 23.1, 'lat': -13.54}",ZM
566,1328421,Pathein,71,73.83,16.78,70,9.86,73.83,94.73,"{'lon': 94.73, 'lat': 16.78}",MM
